"","Species","sample","IndCode","shade","Date","time","LitterDepth1","LitterDepth2","LitterDepth3","Average.Litter.Depth","FlameHeight1","FlameHeight2","FlameHeight3","Average.Flame.Height","Original.Mass","FinalMass.g.","PercentCombustion","HeatFlux_SBG01_Max","Heatflux_flat_Max","Temp_C_15_10_Max","Temp_C_30_10_Max","Temp_C_45_10_Max","Temp_C_30_5_Max","Temp_C_30_20_Max","Temp_C_IR_Max","ROS1mmin.1","ROS2mmin.1","count15","count30","Count45","Fuel.load..kg.m2.","Mean.ROS.mmin.1","Mean.ROS.ms.1","Fireline.intensity.kWm.1","Comments","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","BulkDryL","BulkDryW","BulkDryH"
"88","POTO",2,"POTO2","","6/19/2019","8:56",12.7,12.3,12.3,12.43333333,67.5,57.5,65,63.33333333,150,16.1,0.892666667,26.63,18.05,613,684.7,531.6,707.4,283,635.5,0.391,0.22,158,250,414,1,0.3055,0.005091667,84.63999021,"",18.115,7.95666666666667,2.76333333333333,0.278333333333333,1.52333333333333,16.095,6.19,3.395,0.206666666666667,1.27,102.847775176667,82.502176595,168.642652200582,82.9959779901417,32.8210356174531,167273.68450819,145.941748403707,71.1821231225787,40.8256448319884,148852.508652442,16.26,6.505,2.56
"89","AMIN",2,"AMIN2","","6/19/2019","9:09",11,11.3,11.7,11.33333333,65,60,72.5,65.83333333,150,4.6,0.969333333,65.47,25.63,450.7,441.1,604.2,722,529.1,748.1,0.462,0.279,147,225,354,1,0.3705,0.006175,111.4644639,"",12.845,4.3,2.01333333333333,0.21,1.16,11.0966666666667,2.39666666666667,1.85166666666667,0.143333333333333,0.364333333333333,38.62592036,108.010956916667,110.356528221519,39.2838151217781,19.6028024930206,29422.6135310175,100.707961570737,31.2405424617948,21.6678386592825,27613.4023979651,10.914,4.156,1.812
"90","MILI",3,"MILI3","","6/19/2019","9:22",2.5,2.4,3.3,2.733333333,0,0,0,0,150,149.3,0.004666667,0,0.059,27.04,24.52,22.84,22.84,24.52,37.07,0,0,0,0,0,1,0,0,0,"",7.0275,2.8725,0.52375,0.2325,0.57125,6.1875,2.00125,0.8575,0.17875,0.154125,14.7009144465,111.966516181667,61.0328080863017,27.9880692167772,7.014306298572,5062.24459040877,52.2630969308275,22.5368639743328,11.3736173280782,5787.64775353138,5.732,2.145,0.808
"91","MIAL",3,"MIAL3","","6/19/2019","9:30",4.8,4.9,5.1,4.933333333,27.5,25,27.5,26.66666667,150,30,0.8,13.32,8.67,414.8,370.4,435.7,408.4,286.4,525.3,0.132,0.149,377,649,890,1,0.1405,0.002341667,34.88521333,"",11.565,4.92333333333333,0.695,0.365,1.035,9.10333333333333,3.45833333333333,1.98666666666667,0.281666666666667,0.547166666666667,38.4036507916667,71.0349275,105.393338752896,50.4144671301241,13.5663422044555,29708.3431800161,89.2023908225331,36.6677965390639,23.2490891886708,25226.351550851,8.29,3.274,1.3
"92","TAGU",2,"TAGU2","","6/19/2019","9:48",5,4.9,5.1,5,0,0,0,0,150,149.7,0.002,0,0.157,28.04,23.85,22.16,23.85,23.85,28.04,0,0,0,0,0,1,0,0,0,"",12.0966666666667,3.74166666666667,1.63,0.211666666666667,0.733333333333333,11.5083333333333,2.95166666666667,1.475,0.161666666666667,0.525666666666667,35.314696395,72.4349848233333,108.480609620238,36.6784189246801,26.7752261040962,44928.7913554929,108.445230441059,32.7514847800467,16.4976047111911,26109.3355986315,10.324,3.19,2.322
"93","PIAX",2,"PIAX2","","6/19/2019","10:02",19.4,21.7,21.6,20.9,105,110,105,106.6666667,150,12.03,0.9198,79.9,30.21,696.3,779.7,790.5,702.8,615.7,767.4,1.029,0.514,121,156,226,1,0.7715,0.012858333,220.2441631,"",18.05,8.52,3.39166666666667,0.388333333333333,2.03,14.0116666666667,4.71166666666667,3.68,0.275,0.724,87.48788954,123.363548033333,165.808952952009,80.9450454255497,34.7113921211925,153322.696563382,129.79198220464,54.9577650387735,43.1620783959017,115445.738264172,16.866,9.18,4.24
"94","PEOB",2,"PEOB2","","6/19/2019","10:13",6.7,7.8,5.7,6.733333333,37.5,32.5,42.5,37.5,150,22.8,0.848,25.52,10.31,503.7,454.9,614.8,480.5,311,570.7,0.143,0.243,260,511,659,1,0.193,0.003216667,50.79585013,"",8.90333333333333,4.43833333333333,1.49666666666667,0.261666666666667,0.701666666666667,8.20833333333333,3.47166666666667,1.58,0.215,0.323333333333333,29.2129642733333,88.070713475,80.9832366270944,45.8171896955408,15.8858014588142,24073.6950263764,75.5939238452795,37.7376030544899,16.6368737480896,20660.3546039996,9.6,4.114,1.102
"95","TOFO",2,"TOFO2","","6/19/2019","10:34",9.4,9.3,10.8,9.833333333,57.5,57.5,62.5,59.16666667,150,10.2,0.932,44.39,31.44,519.5,498.8,615.5,578.7,567.5,743.3,0.245,0.424,192,339,424,1,0.3345,0.005575,96.7580498,"",16.07,8.73666666666667,2.34,0.555,1.03666666666667,14.0516666666667,6.31,2.53333333333333,0.413333333333333,1.09583333333333,89.5891039683333,93.1080095383333,146.433882388764,84.1423796188032,33.370454893433,177939.205199667,126.979789081131,66.1222679200648,27.9107865777303,92546.3512527302,12.116,6.792,3.114
"96","PRHE",1,"PRHE1","yes","6/19/2019","10:51",12,10.8,10,10.93333333,62.5,62.5,70,65,150,9.5,0.936666667,59.92,25.42,477.2,494,552.3,637.2,545.9,624.3,0.346,0.336,129,233,340,1,0.341,0.005683333,99.13214789,"",14.1333333333333,4.44666666666667,2.25333333333333,0.208333333333333,1.03333333333333,12.1433333333333,2.92833333333333,2.16833333333333,0.155,0.4475,47.9580522316667,106.79341855,129.716025615837,47.297067415966,24.7220470330249,54585.23444807,114.166414943826,36.6743174066935,23.3446367290747,37964.1343253161,13.432,2.398,1.852
"97","ERDE",2,"ERDE2","","6/19/2019","11:07",3.4,4.2,3.7,3.766666667,17.5,10,8,11.83333333,150,50.2,0.665333333,6.657,2.085,366.9,250.6,155.7,245.6,112.1,444.3,0.04,0,485,1392,0,1,0.02,0.000333333,4.129945778,"",8.185,2.85666666666667,0.861666666666667,0.24,0.455,7.68333333333333,2.46333333333333,0.830833333333333,0.188333333333333,0.2455,18.0199639596667,76.9097920066667,74.973808744663,29.7122717235865,9.74776274727992,8964.96308252047,72.5672166188833,25.2487839881988,12.503809894093,8463.36486068212,6.168,2.774,0.448
"98","MYFA",2,"MYFA2","","6/19/2019","11:25",2.2,2.6,2.6,2.466666667,0,0,0,0,150,145.8,0.028,0,0.177,33.63,29.45,27.74,29.42,28.56,58.41,0,0,0,0,0,1,0,0,0,"",5.47833333333333,1.58,0.51,0.243333333333333,0.28,4.98,1.502,0.843,0.22,0.071,5.6668345445,79.3212254516667,50.6287294397863,16.8877996167249,6.32579669197819,2257.50472069779,47.3642559053439,17.1146390785911,9.38542605164356,2797.65039309652,4.462,1.212,0.362
"99","CASYf",3,"CASYf3","","6/19/2019","11:33",6.5,6.2,6.4,6.366666667,45,40,57.5,47.5,150,22.6,0.849333333,37.72,13.99,606.7,520.4,611.5,382.4,453.2,564.3,0.207,0.206,216,390,565,1,0.2065,0.003441667,54.43438202,"",8.81666666666667,2.65333333333333,1.15,0.15,0.465,8.1,1.31333333333333,1.07333333333333,0.145,0.1478,16.5521711975,114.012500125,84.0589503800259,26.6553892948056,13.5701516238774,12347.6618508013,79.0348289323628,17.4495660475081,13.6514184854797,7752.33945058215,7.738,1.746,1.016
"100","DUFU",3,"DUFU3","","6/19/2019","11:48",5,4.9,5.5,5.133333333,30,27.5,32.5,30,150,22.9,0.847333333,23.3,12.93,581.6,532.1,417.7,528.9,373.3,642.5,0.152,0.119,305,542,845,1,0.1355,0.002258333,35.63433501,"",11.24,3.97833333333333,1.16,0.343333333333333,0.426666666666667,10.054972996,3.6702923945,1.94808136416667,0.313333333333333,0.629833333333333,32.9838408433333,52.935557835,105.685161545415,39.2114225764775,15.5917033471696,23916.8571277001,97.355933197711,39.1927244136739,20.7352410175611,27956.8492236042,12.566,4.106,1.716
"101","ERSU",2,"ERSU2","","6/21/2019","8:32",7.3,8,7,7.433333333,27.5,32.5,30,30,150,26.7,0.822,22.19,16.32,480.7,435.9,595.8,575,347.1,586.1,0.149,0.148,289,531,774,1,0.1485,0.002475,37.8855279,"",9.146,4.442,2.934,0.298,0.52,9.55166666666667,3.90166666666667,2.59166666666667,0.246666666666667,0.516333333333333,31.868796478,64.878055494,90.708031800451,47.1087043362675,32.7879866276485,52405.0512678418,89.5245605214358,42.2962400444416,27.2793157437962,40043.4634534072,10.104,3.964,2.962
"102","PEOB",3,"PEOB3","","6/21/2019","8:49",3.8,4,4.1,3.966666667,30,20,20,23.33333333,150,38.2,0.745333333,11.1,5.35,443,373.8,537.5,470.3,184.9,523.8,0.079,0.082,548,1005,1445,1,0.0805,0.001341667,18.62179309,"",8.90333333333333,4.43833333333333,1.49666666666667,0.261666666666667,0.701666666666667,8.20833333333333,3.47166666666667,1.58,0.215,0.323333333333333,29.2129642733333,88.070713475,80.9832366270944,45.8171896955408,15.8858014588142,24073.6950263764,75.5939238452795,37.7376030544899,16.6368737480896,20660.3546039996,6.564,3.018,1.048
"103","PRHE",2,"PRHE2","yes","6/21/2019","9:13",7.6,8,9.3,8.3,50,42.5,50,47.5,150,17.5,0.883333333,45.5,20.81,402.1,551.8,559,472.8,461.6,631,0.316,0.237,214,328,480,1,0.2765,0.004608333,75.80447194,"",14.1333333333333,4.44666666666667,2.25333333333333,0.208333333333333,1.03333333333333,12.1433333333333,2.92833333333333,2.16833333333333,0.155,0.4475,47.9580522316667,106.79341855,129.716025615837,47.297067415966,24.7220470330249,54585.23444807,114.166414943826,36.6743174066935,23.3446367290747,37964.1343253161,9.822,3.164,1.758
"104","JACA",1,"JACA1","","6/21/2019","9:27",5,5.2,6.9,5.7,32.5,32.5,37.5,34.16666667,150,66.7,0.555333333,26.63,12.57,457.5,490.3,521.4,550.1,376.2,582.1,0.225,0.218,197,357,522,1,0.2215,0.003691667,38.17706566,"",3.865,0.968333333333333,0.635,0.12,0,3.69833333333333,0.876666666666667,0.203333333333333,0.116666666666667,0.021,2.52623150666667,120.323522866667,34.4160204659141,9.84117270232649,4.14925751555164,604.215906027946,32.0793852522206,8.95918966781609,2.4027636152293,290.709629309771,2.848,0.682,0.406
"105","CASYs",1,"CASYs1","","6/21/2019","9:47",5,4.3,5.1,4.8,20,25,35,26.66666667,150,40.2,0.732,17.75,6.255,520.3,453.1,539.5,462.7,338.6,478.8,0.126,0.116,314,599,910,1,0.121,0.002016667,27.4897964,"",7.4,1.52666666666667,1.49,0.166666666666667,0.433333333333333,7.34666666666667,1.285,0.926666666666667,0.203333333333333,0.1295,11.4630236688333,88.50352486,64.3649089960279,16.5789690938273,13.673182947549,5485.9455159773,62.3261120330646,16.177381249362,9.76753546031879,4511.82809372463,7.824,1.67,0.986
"106","MYFA",3,"MYFA3","","6/21/2019","10:07",3.2,3.1,2.6,2.966666667,0,0,0,0,150,139,0.073333333,0,0.197,44.25,25.92,23.39,25.08,25.92,29.24,0,0,0,0,0,1,0,0,0,"",5.47833333333333,1.58,0.51,0.243333333333333,0.28,4.98,1.502,0.843,0.22,0.071,5.6668345445,79.3212254516667,50.6287294397863,16.8877996167249,6.32579669197819,2257.50472069779,47.3642559053439,17.1146390785911,9.38542605164356,2797.65039309652,4.814,1.332,0.572
"107","PLEL",3,"PLEL3","","6/21/2019","10:18",3,2.8,3.2,3,0,0,0,0,150,141.8,0.054666667,0,0.177,42.75,25.26,23.58,26.91,25.26,36.1,0,0,0,0,0,1,0,0,0,"",4.574,1.974,0.384,0.242,0.15,4.22557142857143,1.83428571428571,0.766428571428571,0.187142857142857,0.0917142857142857,7.976447608,90.0374883233333,46.9438445893238,20.5131741300468,4.53233609919286,2017.66684091822,44.6996983571893,19.4220998127468,8.40997024817164,3197.66584157685,4.442,1.37,0.538
"108","MABR",3,"MABR3","","6/21/2019","10:32",3.7,3.6,3.8,3.7,25,27.5,35,29.16666667,150,50.7,0.662,11.1,10.56,453.9,341,575.4,474.8,240.5,514.7,0.162,0.153,295,517,752,1,0.1575,0.002625,32.3603805,"",7.065,2.12,0.6,0.2475,0.32,5.33253802325,2.28074322225,0.75400828875,0.235,0.11225,9.24033994225,83.982559405,54.3540852885728,22.9142122344507,7.73745583023872,4098.21501779484,49.2447878671871,23.1387823766356,8.29270713174142,3430.4415762047,6.142,2.848,0.846
"109","HEAP",1,"HEAP1","yes","6/21/2019","10:50",5.6,5,5.2,5.266666667,27.5,22.5,22.5,24.16666667,150,53.7,0.642,15.54,4.072,464.9,314.7,431.3,393.4,204.7,524.8,0.121,0.145,200,497,746,1,0.133,0.002216667,26.5009682,"",8.025,1.77,0.32,0.18,0,6.455,1.35,1.06,0.195,0.084,9.630339163,116.0605535,71.3297648887774,18.5549451080343,5.9976344849559,3052.91637346175,59.2678945736437,17.9233855459442,18.6935604144715,5335.78605468641,6.99,1.792,1.046
"110","QUGR",2,"QUGR2","","6/21/2019","11:07",11.7,11.9,13.2,12.26666667,35,42.5,45,40.83333333,150,14.3,0.904666667,54.37,26.7,646.9,575.6,544.5,598.8,576.4,742.7,0.237,0.321,215,367,479,1,0.279,0.00465,78.3371674,"",14.3683333333333,6.82333333333333,2.035,0.35,0.648333333333333,12.6533333333333,5.48833333333333,2.645,0.243333333333333,1.09066666666667,65.7714216216667,64.1489604266667,136.076879504616,67.8679949418976,23.1286974138883,89096.7774630965,122.014154086393,59.4790790330021,28.4378030690649,92359.6041637592,18.62,6.88,4.226
"111","TOFO",3,"TOFO3","","6/21/2019","11:21",10.4,10,9.8,10.06666667,62.5,57.5,70,63.33333333,150,11.8,0.921333333,64.36,28.41,482.8,522.7,622.7,610.6,620.2,683,0.45,0.2,0,0,0,1,0.325,0.005416667,92.93412556,"DID NOT SAVE",16.07,8.73666666666667,2.34,0.555,1.03666666666667,14.0516666666667,6.31,2.53333333333333,0.413333333333333,1.09583333333333,89.5891039683333,93.1080095383333,146.433882388764,84.1423796188032,33.370454893433,177939.205199667,126.979789081131,66.1222679200648,27.9107865777303,92546.3512527302,11.618,6.254,4.656
"112","ERDE",3,"ERDE3","yes","6/21/2019","11:37",3.8,4,3.7,3.833333333,13.5,15,10,12.83333333,150,51.1,0.659333333,13.31,3.05,425.8,306.7,410.7,389.6,145.4,592.9,0.1,0.061,412,772,1362,1,0.0805,0.001341667,16.47312466,"10 CM UNBURNED, 92.6g ERDE3, 30.6g ERDE1, 26.8g ERDE2",8.185,2.85666666666667,0.861666666666667,0.24,0.455,7.68333333333333,2.46333333333333,0.830833333333333,0.188333333333333,0.2455,18.0199639596667,76.9097920066667,74.973808744663,29.7122717235865,9.74776274727992,8964.96308252047,72.5672166188833,25.2487839881988,12.503809894093,8463.36486068212,7.49,3.06,1.072
"113","POTO",3,"POTO3","","6/21/2019","11:56",14.2,15.2,14.8,14.73333333,72.5,80,57.5,70,150,14.6,0.902666667,73.23,23.98,624.7,541.6,682.8,708.7,587.9,702.2,0.391,0.36,152,244,344,1,0.3755,0.006258333,105.1991955,"",18.115,7.95666666666667,2.76333333333333,0.278333333333333,1.52333333333333,16.095,6.19,3.395,0.206666666666667,1.27,102.847775176667,82.502176595,168.642652200582,82.9959779901417,32.8210356174531,167273.68450819,145.941748403707,71.1821231225787,40.8256448319884,148852.508652442,13.89,7.975,3.985
"114","JACA",2,"JACA2","","6/24/2019","8:29",5.8,5.9,5.7,5.8,32.5,32.5,30,31.66666667,150,74.8,0.501333333,18.87,12.96,439.9,411,585.4,464,343.1,513.5,0.165,0.259,158,376,515,1,0.212,0.003533333,32.98659698,"",3.865,0.968333333333333,0.635,0.12,0,3.69833333333333,0.876666666666667,0.203333333333333,0.116666666666667,0.021,2.52623150666667,120.323522866667,34.4160204659141,9.84117270232649,4.14925751555164,604.215906027946,32.0793852522206,8.95918966781609,2.4027636152293,290.709629309771,2.908,0.754,0.358
"115","ERSU",3,"ERSU3","","6/24/2019","8:43",6.5,6.4,6.5,6.466666667,27.5,25,32.5,28.33333333,150,23.9,0.840666667,23.31,10.23,351.9,560.6,469.6,511.1,363.4,603.7,0.14,0.12,290,547,846,1,0.13,0.002166667,33.91893844,"",9.146,4.442,2.934,0.298,0.52,9.55166666666667,3.90166666666667,2.59166666666667,0.246666666666667,0.516333333333333,31.868796478,64.878055494,90.708031800451,47.1087043362675,32.7879866276485,52405.0512678418,89.5245605214358,42.2962400444416,27.2793157437962,40043.4634534072,8.378,3.622,2.016
"116","TAGU",3,"TAGU3","","6/24/2019","9:00",5.2,5.1,5.3,5.2,20,27.5,25,24.16666667,150,18.1,0.879333333,19.98,8.38,444.9,515.3,467.5,568.8,346.5,570.4,0.131,0.097,444,718,1090,1,0.114,0.0019,31.11239613,"",12.0966666666667,3.74166666666667,1.63,0.211666666666667,0.733333333333333,11.5083333333333,2.95166666666667,1.475,0.161666666666667,0.525666666666667,35.314696395,72.4349848233333,108.480609620238,36.6784189246801,26.7752261040962,44928.7913554929,108.445230441059,32.7514847800467,16.4976047111911,26109.3355986315,10.272,3.258,2.876
"117","MAGU",1,"MAGU1","","6/24/2019","9:18",7.4,7.4,6.8,7.2,25,20,27.5,24.16666667,150,51.9,0.654,26.63,6.018,573.8,436.4,465.3,483.7,149.8,518,0.247,0.125,257,403,691,1,0.186,0.0031,37.7542428,"",5.80833333333333,2.82666666666667,0.943333333333333,0.075,0.8,5.30666666666667,2.54166666666667,1.165,0.0916666666666667,0.071,11.9331302553333,179.205605166667,49.513688527253,28.8050920865502,8.08203290480698,4520.21626399017,45.4235771843053,26.8909163391499,12.9098701703648,6390.02060855535,6.202,2.328,0.976
"118","CRFL",1,"CRFL1","","6/24/2019","9:36",11.4,13.9,12.3,12.53333333,67.5,67.5,72.5,69.16666667,150,11.9,0.920666667,66.58,30.01,567.6,552.4,731.2,603.6,602,739.3,0.277,0.33,110,240,349,1,0.3035,0.005058333,86.72337819,"",16.4,6.38833333333333,2.12,0.261666666666667,3.55833333333333,12.6616666666667,3.92333333333333,2.57833333333333,0.27,0.638666666666667,63.9008041,101.783908776667,133.952425201609,65.7181490423972,32.9766406375602,93200.9928904189,115.965950507089,50.7540556938019,33.3948468788539,63633.4744182681,12.052,5.12,4.014
"119","COLA",1,"COLA1","","6/24/2019","9:52",3.6,3.5,3.6,3.566666667,22.5,17.5,22.5,20.83333333,150,63.2,0.578666667,8.88,4.347,462.3,264.3,451.2,420.7,176.5,500.7,0.093,0.146,325,713,959,1,0.1195,0.001991667,21.46206191,"",4.6,2.61666666666667,0.555,0.15,0.198333333333333,4.39833333333333,2.59666666666667,0.683333333333333,0.141666666666667,0.121166666666667,10.3618789171667,88.4208474283333,44.6160308347877,26.8117847739548,7.23438703383956,3969.88267109397,43.0325596919012,27.0414768911258,9.10651749711575,5110.46453653135,4.298,2.218,0.516
"120","MAEL",2,"MAEL2","","6/24/2019","10:15",5,4.8,4.4,4.733333333,52.5,47.5,55,51.66666667,150,18.3,0.878,26.63,14.99,430.5,280.2,522.5,371.7,350.6,579.2,0.199,0.235,224,405,558,1,0.217,0.003616667,59.13291953,"",8.34166666666667,2.38666666666667,1.835,0.218,0.243333333333333,8.185,1.07,0.981666666666667,0.173333333333333,0.199,15.9490003575,87.100196275,76.4001540986458,22.9848398227003,18.6988788904242,12434.2637628379,77.854092972213,15.1900318644907,12.2520124688545,5963.29917888526,7.324,1.46,0.938
"121","MISE",1,"MISE1","yes","6/24/2019","10:32",7.8,8.2,7,7.666666667,0,0,0,0,150,133.8,0.108,0,0.098,30.43,26.21,24.56,26.24,24.56,30.4,0,0,0,0,0,1,0,0,0,"1:34:18 IS LAST TIME",11.9216666666667,3.06,1.91,0.173333333333333,0.858333333333333,10.51,2.55333333333333,1.08,0.225,0.183,22.867349725,128.082903216667,101.088841498396,31.1356900850459,18.3826236484388,15772.7205770884,84.2292345099098,26.8137313541038,10.1933053484328,9201.80635890963,9.36,3.05,1.664
"122","MYUM",1,"MYUM1","","6/24/2019","10:47",4,3.8,3.6,3.8,25,20,11,18.66666667,150,29.6,0.802666667,13.32,5.174,458.5,447.4,323.1,482.6,259.6,512.1,0.091,0.069,402,797,1322,1,0.08,0.001333333,19.92967822,"",11.95875,3.875,1.78375,0.35625,1.2625,11.65125,3.325,1.38125,0.20125,0.586125,35.5113268275,59.71494017125,117.318867787932,45.4655145087392,20.4033708356181,45527.5036132996,114.763221649264,38.874388775272,17.2445474150752,30272.8422171834,9.628,2.744,0.936
"123","MYLI",2,"MYLI2","","6/24/2019","11:07",9.1,9,7.4,8.5,42.5,35,35,37.5,150,28.9,0.807333333,35.51,13.87,514,500.5,501.4,566.8,459.8,634,0.183,0.184,303,500,696,1,0.1835,0.003058333,45.97947674,"",12.7666666666667,3.63166666666667,2.33,0.306666666666667,0.825,12.195,3.29166666666667,2.525,0.238333333333333,0.616166666666667,29.305547122,57.682812958,104.42915846342,31.9831950448589,18.2184443108179,23555.275391906,115.587272646039,37.9458079682147,23.6573122824582,39811.9162826604,10.158,1.856,2.144
"124","VOTU",3,"VOTU3","","6/24/2019","11:21",6.3,6.2,6.7,6.4,25,17.5,20,20.83333333,150,40.1,0.732666667,11.1,5.076,308.6,500.6,487.1,436.6,356,540.5,0.126,0.103,612,898,1246,1,0.1145,0.001908333,26.03676312,"",11.4183333333333,3.78833333333333,1.33666666666667,0.32,0.913333333333333,8.13666666666667,2.23166666666667,2.65833333333333,0.251666666666667,0.3135,30.7046100366667,105.516457163333,106.940217160002,38.9916885837928,13.7179985956385,23429.8226632761,78.9839484623401,34.7474865789085,34.6758433605906,30968.0579551849,NA,NA,NA
"125","AMIN",3,"AMIN3","","6/24/2019","11:36",12.3,11.8,12.4,12.16666667,72.5,67.5,67.5,69.16666667,150,4.7,0.968666667,59.91,28.55,419.6,508.4,587.5,699.4,491.7,762.3,0.486,0.324,175,249,360,1,0.405,0.00675,121.759947,"",12.845,4.3,2.01333333333333,0.21,1.16,11.0966666666667,2.39666666666667,1.85166666666667,0.143333333333333,0.364333333333333,38.62592036,108.010956916667,110.356528221519,39.2838151217781,19.6028024930206,29422.6135310175,100.707961570737,31.2405424617948,21.6678386592825,27613.4023979651,12.13,4,3.154
"126","OCCO",3,"OCCO3","","6/24/2019","11:49",4.8,4.2,4.2,4.4,27.5,27.5,30,28.33333333,150,60.7,0.595333333,17.75,6.867,418.8,280.6,364,439.7,212,514.1,0.154,0.174,337,571,778,1,0.164,0.002733333,30.30254604,"",9.07333333333333,2.59,1.44283333333333,0.273333333333333,0.718,8.28166666666667,2.02833333333333,1.1665,0.213333333333333,0.197666666666667,14.6304366883333,74.9584473983333,78.9181403145861,25.9322803568837,12.9960919882773,9245.98849536102,77.2615110827441,22.6506901487791,11.7849240653746,8002.57287786815,7.612,2.032,1.37
"127","ROMO",2,"ROMO2","","6/26/2019","8:38",12,11.5,12.1,11.86666667,52.5,40,55,49.16666667,150,4.6,0.969333333,51.06,22.64,580.7,549.6,783.3,690.1,540.8,745.5,0.225,0.242,183,343,492,1,0.2335,0.003891667,70.24818442,"",15.1666666666667,6.31166666666667,5.365,0.386666666666667,3.58,13.0266666666667,5.33166666666667,5.265,0.288333333333333,1.63466666666667,56.233937712,38.983441698,124.601550897138,57.9237941283286,58.3033663617502,138296.105900217,113.395146102018,69.5731740841019,54.4990195281768,157800.492019958,17.156,6.978,3.102
"128","QUGR",3,"QUGR3","","6/26/2019","8:51",8.5,8.1,8.4,8.333333333,32.5,30,37.5,33.33333333,150,18.8,0.874666667,25.53,20.65,509.3,511.7,515,610.8,510.2,641.3,0.178,0.211,237,439,610,1,0.1945,0.003241667,52.80040498,"",14.3683333333333,6.82333333333333,2.035,0.35,0.648333333333333,12.6533333333333,5.48833333333333,2.645,0.243333333333333,1.09066666666667,65.7714216216667,64.1489604266667,136.076879504616,67.8679949418976,23.1286974138883,89096.7774630965,122.014154086393,59.4790790330021,28.4378030690649,92359.6041637592,13.542,6.566,3.27
"129","JACA",3,"JACA3","","6/26/2019","9:11",4.2,5.1,4.5,4.6,27.5,30,32.5,30,150,60.8,0.594666667,17.75,9.78,313.3,423.5,328.1,444.4,403.4,557.8,0.206,0.164,227,402,621,1,0.185,0.003083333,34.14447156,"",3.865,0.968333333333333,0.635,0.12,0,3.69833333333333,0.876666666666667,0.203333333333333,0.116666666666667,0.021,2.52623150666667,120.323522866667,34.4160204659141,9.84117270232649,4.14925751555164,604.215906027946,32.0793852522206,8.95918966781609,2.4027636152293,290.709629309771,2.474,0.374,0.586
"130","ALED",1,"ALED1","","6/26/2019","9:26",7.6,7.9,7.2,7.566666667,55,60,55,56.66666667,150,9.7,0.935333333,46.61,20.32,492.5,387.5,539,582.8,426.1,674.3,0.396,0.178,157,248,450,1,0.287,0.004783333,83.31503491,"",14.46,6.185,3.14166666666667,0.236666666666667,1.18666666666667,12.9816666666667,5.90666666666667,2.87666666666667,0.178333333333333,0.864,63.29438954,81.2265630483333,129.141613247778,60.4821163835421,28.5930942248493,78092.2535466731,122.69313912421,60.5586927943809,29.6993041833486,72048.3865609842,11.774,5.904,2.008
"131","MAEL",3,"MAEL3","","6/26/2019","9:50",4.4,3.9,4.5,4.266666667,30,30,32.5,30.83333333,150,41.1,0.726,26.63,8.42,443.6,350.1,435.7,374.4,246.5,547.5,0.166,0.135,300,517,783,1,0.1505,0.002508333,33.9115931,"",8.34166666666667,2.38666666666667,1.835,0.218,0.243333333333333,8.185,1.07,0.981666666666667,0.173333333333333,0.199,15.9490003575,87.100196275,76.4001540986458,22.9848398227003,18.6988788904242,12434.2637628379,77.854092972213,15.1900318644907,12.2520124688545,5963.29917888526,NA,NA,NA
"132","MAGU",2,"MAGU2","","6/26/2019","10:05",7,7.7,6.3,7,25,27.5,35,29.16666667,150,37.5,0.75,16.64,12.3,423.7,543.7,492.7,518.3,343,529.4,0.117,0.116,177,485,795,1,0.1165,0.001941667,27.1182875,"",5.80833333333333,2.82666666666667,0.943333333333333,0.075,0.8,5.30666666666667,2.54166666666667,1.165,0.0916666666666667,0.071,11.9331302553333,179.205605166667,49.513688527253,28.8050920865502,8.08203290480698,4520.21626399017,45.4235771843053,26.8909163391499,12.9098701703648,6390.02060855535,5.184,2.362,0.904
"133","SYPU",2,"SYPU2","","6/26/2019","10:21",10.3,9,9.9,9.733333333,47.5,30,32.5,36.66666667,150,28.9,0.807333333,42.17,15.01,427.8,515.9,538.3,519.1,455.2,594.2,0.189,0.165,287,477,695,1,0.177,0.00295,44.35077593,"",10.7283333333333,3.77,1.41833333333333,0.223333333333333,1.01,8.745,3.88333333333333,1.86,0.180833333333333,0.2725,27.506468285,103.070328346667,97.5528329399196,40.0255747673926,15.7857434967698,20966.9938264104,79.6179948719495,35.1700520036643,19.2858526379292,16909.8425938158,9.446,2.76,2.258
"134","PLPO",3,"PLPO3","","6/26/2019","10:33",6.8,7.2,7.5,7.166666667,25,37.5,52.5,38.33333333,150,11.6,0.922666667,42.16,20.56,383.5,566.1,535.9,503.1,508.7,631,0.222,0.218,216,378,543,1,0.22,0.003666667,63.00029511,"",8.79166666666667,5.04333333333333,1.965,0.193333333333333,2.16666666666667,8.18833333333333,4.885,1.36166666666667,0.15,0.301333333333333,26.0056947016667,85.54390969,69.0631511121049,51.4034797043604,20.6382280325212,25105.3924717089,64.2419530936718,52.8233435568897,13.8742322577986,20614.7866856347,7.634,4.946,1.34
