"","Species","sample","IndCode","shade","Date","time","LitterDepth1","LitterDepth2","LitterDepth3","Average.Litter.Depth","FlameHeight1","FlameHeight2","FlameHeight3","Average.Flame.Height","Original.Mass","FinalMass.g.","PercentCombustion","HeatFlux_SBG01_Max","Heatflux_flat_Max","Temp_C_15_10_Max","Temp_C_30_10_Max","Temp_C_45_10_Max","Temp_C_30_5_Max","Temp_C_30_20_Max","Temp_C_IR_Max","ROS1mmin.1","ROS2mmin.1","count15","count30","Count45","Fuel.load..kg.m2.","Mean.ROS.mmin.1","Mean.ROS.ms.1","Fireline.intensity.kWm.1","Comments","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","BulkDryL","BulkDryW","BulkDryH"
"228","ERTO",3,"ERTO3","","7/12/2019","11:52",7.3,6.8,7.5,7.2,40,45,50,45,150,7.1,0.952666667,35.51,19.99,493.5,434.3,531.9,443.9,507.9,615.8,0.198,0.265,267,449,585,1,0.2315,0.003858333,68.44898886,"25 GRAMS ERTO 2",13.91,3.93833333333333,2.04166666666667,0.238333333333333,0.353333333333333,13.25,2.38833333333333,1.795,0.2,0.558666666666667,41.5663326366667,74.92175931,132.892132821627,40.2433081151967,21.3834005471493,43718.9876590174,127.293850360363,29.3525409874327,21.6102624063742,32047.3145385275,10.586,2.806,1.87
"229","OCMI",1,"OCMI1","","7/15/2019","8:39",5.4,5.3,6,5.566666667,32.5,37.5,40,36.66666667,150,14.4,0.904,19.98,10.44,481.8,319,572.1,402.5,302.6,542.6,0.133,0.265,235,505,641,1,0.199,0.003316667,55.83372187,"",12.1566666666667,3.03333333333333,1.60166666666667,0.216666666666667,0.555,11.03,2.80166666666667,1.82166666666667,0.156666666666667,0.332333333333333,30.2287209033333,90.881525765,111.871582724357,31.7006415856078,15.7634984412125,20303.8196595114,101.010848303799,31.9908326939152,17.8773743950956,22080.3657826467,9.722,2.542,1.026
"230","MYFE",1,"MYFE1","","7/15/2019","8:57",8.4,7.4,7.6,7.8,22.5,35,62.5,40,150,11,0.926666667,17.76,21.91,335,430.5,616.8,365.2,402.4,499.3,0.096,0.288,339,715,840,1,0.192,0.0032,55.22043733,"",11.2216666666667,2.63333333333333,0.786666666666667,0.22,1.075,9.65666666666667,2.49166666666667,1.93666666666667,0.156666666666667,0.173666666666667,19.5254089783333,113.277681686667,102.655767655346,29.1536367866353,9.39434795401313,10534.32818673,88.7368302406101,29.5473608738661,16.9265589902715,15716.0651146047,10.244,1.444,1.58
"231","GUVI",1,"GUVI1","","7/15/2019","9:18",15.2,14.9,16.5,15.53333333,80,102.5,90,90.83333333,150,7.9,0.947333333,64.37,29.97,668.8,606.1,638.3,670.5,491.1,752.6,0.783,0.414,109,155,242,1,0.5985,0.009975,175.9713823,"",17.3666666666667,7.16,1.14333333333333,0.201666666666667,4.83166666666667,15.6416666666667,5.73666666666667,1.84333333333333,0.18,0.534,66.5129613583333,134.138829666667,166.182587378994,75.1405922736181,21.1378476661328,73461.2566557971,139.014486831881,60.2937991494457,22.3716123333525,61478.0649676163,13.172,5.814,4.074
"232","BALO",1,"BALO1","","7/15/2019","9:32",11.8,12.2,11.9,11.96666667,60,62.5,67.5,63.33333333,150,10.3,0.931333333,37.73,22.16,492.2,458.7,544.1,572.1,505.8,695.8,0.444,0.434,151,232,315,1,0.439,0.007316667,126.895067,"",9.06,7.02,1.34666666666667,0.19,2.05833333333333,6.74333333333333,6.21,2.84833333333333,0.156666666666667,0.291833333333333,43.9675106316667,156.821708433333,75.7188994993533,72.4004136464676,14.0941994679838,33495.5905070276,67.8955042202078,56.8818353129047,27.2912514653796,40820.2287914337,9.326,6.428,1.256
"233","LUGR",2,"LUGR2","","7/15/2019","9:50",15.5,17,15.9,16.13333333,70,75,82.5,75.83333333,150,9.9,0.934,68.8,33.38,680.7,690.4,664.6,664.6,534.8,754,0.8,0.439,131,176,258,1,0.6195,0.010325,179.5821881,"",12.4483333333333,9.24166666666667,2.74666666666667,0.256666666666667,0.751666666666667,11.7183333333333,8.29666666666667,2.335,0.19,0.783833333333333,88.83620226,114.145953695,120.156517503101,91.6549476934429,30.2763630585811,120786.936900567,113.500768969135,82.2162929355346,24.4465273204166,93339.97898406,13.802,10.544,3.148
"234","CHLA",1,"CHLA1","","7/15/2019","10:04",3.5,3.5,3.5,3.5,27.5,30,30,29.16666667,150,45.3,0.698,11.1,6.708,436.4,347.7,449.4,407.6,337.9,510.1,0.159,0.135,232,459,725,1,0.147,0.00245,31.8454822,"",7.39,1.67166666666667,0.643333333333333,0.365,0.776666666666667,7.02333333333333,2.28833333333333,0.781666666666667,0.25,0.1135,8.567115483,76.2402754516667,70.0851053787125,16.7365918662854,7.60979874591459,3365.54496919419,59.4603886423078,13.0278157525222,8.81043533359774,2811.05311561534,6.66,1.312,0.682
"235","BYIN",2,"BYIN2","","7/15/2019","10:17",4,4.1,3.9,4,9,0,0,3,150,130.5,0.13,0,0.197,146.3,30.61,26.42,30.61,32.25,55.43,0,0,0,0,0,1,0,0,0,"",7.865,2.85333333333333,0.498333333333333,0.293333333333333,0.413333333333333,7.44,2.65333333333333,1.06,0.18,0.252833333333333,15.97333723,62.2746044783333,74.608494942817,29.4832760450233,7.05743556661832,6215.97989045569,71.8231653509608,29.0350185362935,10.7269121859985,8703.46484025716,6.938,2.684,0.796
"236","MISE",3,"MISE3","yes","7/15/2019","10:32",5.5,5.2,5,5.233333333,0,0,0,0,150,147.5,0.016666667,0,0.177,32.69,25.15,23.47,26.83,25.15,38.5,0,0,0,0,0,1,0,0,0,"",11.9216666666667,3.06,1.91,0.173333333333333,0.858333333333333,10.51,2.55333333333333,1.08,0.225,0.183,22.867349725,128.082903216667,101.088841498396,31.1356900850459,18.3826236484388,15772.7205770884,84.2292345099098,26.8137313541038,10.1933053484328,9201.80635890963,8.368,2.216,1.508
"237","RALA",2,"RALA2","yes","7/15/2019","10:39",3.2,2.9,3,3.033333333,4,0,0,1.333333333,150,135.5,0.096666667,0,0.315,75.84,31.3,27.09,31.28,32.97,54.5,0,0,0,0,0,1,0,0,0,"",8.15833333333333,1.72,0.588333333333333,0.215,0.46,7.72,1.435,1.02,0.155,0.1155,9.74686222683333,86.3487542783333,74.9833726475028,18.4277730361723,6.62151250043145,3784.84601635339,70.9839988495309,16.666205777964,10.6254264385044,4578.59004901555,6.694,1.662,0.634
"238","DAFA",2,"DAFA2","yes","7/15/2019","10:50",6.4,5.7,5.8,5.966666667,50,35,47.5,44.16666667,150,32,0.786666667,22.19,12.51,569.3,515.9,573.4,487.9,297.3,574.9,0.214,0.196,221,389,573,1,0.205,0.003416667,50.05179778,"",10.4833333333333,1.67166666666667,0.806666666666667,0.215,0.545,8.6,1.57666666666667,1.84666666666667,0.145,0.123,12.945900035,106.090398433333,99.4560302103991,18.4066611831232,8.77738077678265,5710.62614849267,81.5587444418935,26.8382639639137,14.7744844664026,12517.2134036696,11.9,1.58,1.25
"239","MYMU",3,"MYMU3","","7/15/2019","11:07",3.6,3.7,4.2,3.833333333,0,0,0,0,150,136.8,0.088,0,0.177,45.87,29.23,26.71,29.23,30.06,37.57,0,0,0,0,0,1,0,0,0,"DID NOT UNPLUG",5.66,2.7,1.01,0.171666666666667,0.44,5.000815365,2.45360312533333,1.1980776295,0.153333333333333,0.108166666666667,10.4091309148333,95.4932769683333,52.1070209740871,27.4159480040409,8.57301177213692,4334.44133712451,45.5121671743024,26.3898373721437,14.0831875401646,5847.23435490867,5.42,2.232,0.712
"240","MILI",3,"MILI3","","7/15/2019","11:16",3.2,3.6,3.6,3.466666667,0,0,0,0,150,148.4,0.010666667,0,0.197,32.89,27.06,25.39,28.74,27.06,43.7,0,0,0,0,0,1,0,0,0,"",7.0275,2.8725,0.52375,0.2325,0.57125,6.1875,2.00125,0.8575,0.17875,0.154125,14.7009144465,111.966516181667,61.0328080863017,27.9880692167772,7.014306298572,5062.24459040877,52.2630969308275,22.5368639743328,11.3736173280782,5787.64775353138,5.732,2.145,0.808
"241","STPO",3,"STPO3","yes","7/15/2019","11:24",6.8,7.2,7.9,7.3,65,55,70,63.33333333,150,11.9,0.920666667,51.04,21.23,497.3,569.2,619.7,454.2,562,718.1,0.375,0.245,192,288,435,1,0.31,0.005166667,88.58071578,"",9.84833333333333,3.81333333333333,1.27,0.285,1.34833333333333,9.11666666666667,3.03666666666667,1.65166666666667,0.25,0.363666666666667,23.1303300825,86.4408291175,89.4338561494488,39.5560338102404,14.4493058086642,19457.3938641228,80.667679496312,33.5179505814883,16.4057202975571,18072.3664046821,10.448,3.218,1.498
"242","DARA",1,"DARA1","","7/15/2019","11:38",4.9,4.3,3.9,4.366666667,0,0,0,0,150,131.1,0.126,0,0.177,76.86,32.31,28.13,30.64,33.98,41.47,0,0,0,0,0,1,0,0,0,"",8.76333333333333,1.97166666666667,0.661666666666667,0.261666666666667,0.416666666666667,8.18,1.77833333333333,1.38333333333333,0.138333333333333,0.1015,12.1857534066,119.852413234,82.8103626842894,21.3986742168184,7.5233327152203,4980.65290910209,75.854578148198,20.3938998688117,14.3336919648364,7318.81658843931,9.296,2.002,0.816
"243","BADR",1,"BADR1","","7/15/2019","11:50",1.4,1.3,1.6,1.433333333,0,0,0,0,150,143.7,0.042,0,0.177,42.66,30.17,26.85,30.17,30.17,55.88,0,0,0,0,0,1,0,0,0,"",2.90166666666667,0.62,0.276666666666667,0.201666666666667,0.0983333333333333,2.77166666666667,0.488333333333333,0.208333333333333,0.201666666666667,0.0105,1.40439384566667,135.223212435,24.8242072878491,6.12426036355102,2.92779159125136,193.993508256069,22.6314125395326,5.52467880568633,3.19634229355044,171.010871215701,2.17,0.454,0.252
"244","LUCA",1,"LUCA1","","7/15/2019","12:02",14,13.5,15,14.16666667,90,92.5,107.5,96.66666667,150,9.9,0.934,57.69,28.15,588.2,582.7,547.5,616.3,522.7,665.3,0.655,0.529,93,148,216,1,0.592,0.009866667,171.6104203,"",12.3716666666667,6.29166666666667,1.37833333333333,0.18,0.786666666666667,10.2566666666667,5.01666666666667,2.61333333333333,0.195,0.287,50.24317311,183.079877733333,112.677089402873,63.4573495211109,16.7735622525252,43144.1576548568,94.6975901252436,51.5741058678642,25.8094270814611,46005.187271888,10.884,4.998,1.834
"245","LUCA",2,"LUCA2","","7/17/2019","8:44",16.3,15.1,17,16.13333333,80,72.5,87.5,80,150,9,0.94,59.94,26.78,611.5,621.2,663,681.5,509.3,646.8,0.5,0.36,106,178,278,1,0.43,0.007166667,125.4502067,"",12.3716666666667,6.29166666666667,1.37833333333333,0.18,0.786666666666667,10.2566666666667,5.01666666666667,2.61333333333333,0.195,0.287,50.24317311,183.079877733333,112.677089402873,63.4573495211109,16.7735622525252,43144.1576548568,94.6975901252436,51.5741058678642,25.8094270814611,46005.187271888,9.498,5.116,2.766
"246","MYFE",2,"MYFE2","","7/17/2019","8:57",5.2,5.7,5.5,5.466666667,13.5,0,0,4.5,150,100.1,0.332666667,2.22,0.61,244.3,28.51,17.57,23.47,31.86,69.85,0,0,352,0,0,1,0,0,0,"",11.2216666666667,2.63333333333333,0.786666666666667,0.22,1.075,9.65666666666667,2.49166666666667,1.93666666666667,0.156666666666667,0.173666666666667,19.5254089783333,113.277681686667,102.655767655346,29.1536367866353,9.39434795401313,10534.32818673,88.7368302406101,29.5473608738661,16.9265589902715,15716.0651146047,8.874,2.246,0.894
"247","OCMI",2,"OCMI2","","7/17/2019","9:12",8.8,7.2,8.1,8.033333333,35,52.5,57.5,48.33333333,150,9.3,0.938,22.2,20.02,324.3,236.8,610.2,339.8,308,623,0.295,0.5,292,414,486,1,0.3975,0.006625,115.7217635,"",12.1566666666667,3.03333333333333,1.60166666666667,0.216666666666667,0.555,11.03,2.80166666666667,1.82166666666667,0.156666666666667,0.332333333333333,30.2287209033333,90.881525765,111.871582724357,31.7006415856078,15.7634984412125,20303.8196595114,101.010848303799,31.9908326939152,17.8773743950956,22080.3657826467,10.734,2.544,1.282
"248","STFE",2,"STFE2","","7/17/2019","9:35",3.8,3.9,4.3,4,32.5,37.5,42.5,37.5,150,16.8,0.888,22.2,11.92,369.6,484.5,464.6,485.3,341.2,536.4,0.186,0.149,323,517,759,1,0.1675,0.002791667,46.163938,"",7.97333333333333,3.50166666666667,0.756666666666667,0.371666666666667,0.798333333333333,7.26666666666667,2.855,1.48333333333333,0.251666666666667,0.322833333333333,20.1545355566667,62.8597082366667,76.7218898885175,37.3389802530117,10.3967312518175,10443.9940623752,66.0071656598461,31.705774532064,16.7401951259345,14226.2154248105,6.922,3.458,0.986
"249","BADR",2,"BADR2","","7/17/2019","9:52",1.7,1.9,1.6,1.733333333,0,0,0,0,150,142.5,0.05,0,0.098,22.4,17.33,17.33,19.02,17.33,36.62,0,0,0,0,0,1,0,0,0,"",2.90166666666667,0.62,0.276666666666667,0.201666666666667,0.0983333333333333,2.77166666666667,0.488333333333333,0.208333333333333,0.201666666666667,0.0105,1.40439384566667,135.223212435,24.8242072878491,6.12426036355102,2.92779159125136,193.993508256069,22.6314125395326,5.52467880568633,3.19634229355044,171.010871215701,2.542,0.272,0.224
"250","GUVI",2,"GUVI2","","7/17/2019","10:07",17.3,16.8,16.7,16.93333333,77.5,70,82.5,76.66666667,150,10.8,0.928,51.06,28.04,609.6,643.3,673.2,683.6,497.8,706.3,0.6,0.424,121,181,266,1,0.512,0.008533333,147.4663765,"",17.3666666666667,7.16,1.14333333333333,0.201666666666667,4.83166666666667,15.6416666666667,5.73666666666667,1.84333333333333,0.18,0.534,66.5129613583333,134.138829666667,166.182587378994,75.1405922736181,21.1378476661328,73461.2566557971,139.014486831881,60.2937991494457,22.3716123333525,61478.0649676163,13.048,5.878,4.252
"251","BALO",2,"BALO2","","7/17/2019","10:19",8.8,8.2,8.5,8.5,42.5,47.5,57.5,49.16666667,150,12.6,0.916,42.17,18.92,534.3,527.2,608.7,480.9,560.7,583.1,0.261,0.214,211,349,517,1,0.2375,0.003958333,67.52026833,"",9.06,7.02,1.34666666666667,0.19,2.05833333333333,6.74333333333333,6.21,2.84833333333333,0.156666666666667,0.291833333333333,43.9675106316667,156.821708433333,75.7188994993533,72.4004136464676,14.0941994679838,33495.5905070276,67.8955042202078,56.8818353129047,27.2912514653796,40820.2287914337,7.852,5.872,1.086
"252","CHLA",2,"CHLA2","","7/17/2019","10:36",3.7,4.2,3.8,3.9,35,35,42.5,37.5,150,21.8,0.854666667,15.54,10.01,391.6,373.8,534.3,384.4,331.7,585.3,0.161,0.156,243,466,697,1,0.1585,0.002641667,42.04371704,"",7.39,1.67166666666667,0.643333333333333,0.365,0.776666666666667,7.02333333333333,2.28833333333333,0.781666666666667,0.25,0.1135,8.567115483,76.2402754516667,70.0851053787125,16.7365918662854,7.60979874591459,3365.54496919419,59.4603886423078,13.0278157525222,8.81043533359774,2811.05311561534,7.56,1.28,0.608
"253","RALA",3,"RALA3","yes","7/17/2019","10:52",5.5,4.8,5.3,5.2,27.5,32.5,45,35,150,38.4,0.744,17.75,10.54,440.4,371.2,462.9,450.1,254,549.1,0.133,0.201,257,528,707,1,0.167,0.002783333,38.5624376,"",8.15833333333333,1.72,0.588333333333333,0.215,0.46,7.72,1.435,1.02,0.155,0.1155,9.74686222683333,86.3487542783333,74.9833726475028,18.4277730361723,6.62151250043145,3784.84601635339,70.9839988495309,16.666205777964,10.6254264385044,4578.59004901555,6.94,1.258,0.77
"254","DAFA",3,"DAFA3","yes","7/17/2019","11:07",5,4.3,4.6,4.633333333,0,0,0,0,150,134.5,0.103333333,0,0.177,37.85,24.48,21.96,24.48,23.64,39.52,0,0,0,0,0,1,0,0,0,"",10.4833333333333,1.67166666666667,0.806666666666667,0.215,0.545,8.6,1.57666666666667,1.84666666666667,0.145,0.123,12.945900035,106.090398433333,99.4560302103991,18.4066611831232,8.77738077678265,5710.62614849267,81.5587444418935,26.8382639639137,14.7744844664026,12517.2134036696,8.908,1.592,0.746
"255","STCA",3,"STCA3","","7/17/2019","11:17",6.2,6.7,6.3,6.4,52.5,50,50,50.83333333,150,7,0.953333333,33.29,20.32,513.1,522.7,561.1,474.9,482.8,642.7,0.225,0.187,215,375,568,1,0.206,0.003433333,60.95187511,"",9.36833333333333,3.555,2,0.301666666666667,0.961666666666667,8.885,1.39833333333333,1.32833333333333,0.203333333333333,0.360166666666667,29.09984622,81.4279327766667,85.1639402736639,40.9305935923696,16.7380850562787,20680.2230435094,80.9542227450664,17.9658406927968,14.5502690377746,8568.6067750958,10.38,4.022,1.438
"256","OCPU",3,"OCPU3","","7/17/2019","11:30",2.8,2.8,2.5,2.7,0,0,0,0,150,141.4,0.057333333,0,0.138,39.46,24.45,21.08,25.29,24.45,40.29,0,0,0,0,0,1,0,0,0,"",5.68166666666667,2.64666666666667,0.751666666666667,0.238333333333333,0.476666666666667,5.63333333333333,2.55833333333333,0.711666666666667,0.206666666666667,0.163,10.7642198081667,66.4973706066667,52.8050987210965,26.8995303675137,7.22948202873601,4154.03593384603,50.9369252251717,27.0515493845566,7.19465185906094,4385.95676005274,5.288,2.098,0.652
"257","SYRE",3,"SYRE3","yes","7/17/2019","11:40",6,5.8,6.2,6,35,37.5,42.5,38.33333333,150,30.9,0.794,23.3,18.31,544.2,572.9,569.8,475.5,348.3,577.7,0.212,0.117,248,418,727,1,0.1645,0.002741667,40.53792143,"",9.71333333333333,3.15833333333333,1.285,0.225,0.981666666666667,8.70833333333333,2.12833333333333,1.16666666666667,0.163333333333333,0.169666666666667,28.4993695233333,189.02183821,92.0210145746448,32.8988087388499,12.3913259546769,12284.7213218959,76.9025232241179,24.5569432344856,12.4798300622084,7996.05539651931,8.234,2.92,1.292
"258","BYIN",3,"BYIN3","","7/17/2019","11:51",4.8,3.9,4,4.233333333,27.5,25,25,25.83333333,150,22.7,0.848666667,11.1,6.196,588.6,390.9,204.7,408.7,281.8,586.2,0.094,0.078,353,734,1193,1,0.086,0.001433333,22.65221462,"",7.865,2.85333333333333,0.498333333333333,0.293333333333333,0.413333333333333,7.44,2.65333333333333,1.06,0.18,0.252833333333333,15.97333723,62.2746044783333,74.608494942817,29.4832760450233,7.05743556661832,6215.97989045569,71.8231653509608,29.0350185362935,10.7269121859985,8703.46484025716,8.518,3.264,0.666
"259","DARA",2,"DARA2","yes","7/19/2019","8:45",3.8,4.1,4,3.966666667,0,0,0,0,150,149.8,0.001333333,0,0.098,20.06,15.83,14.14,15.83,15.83,23.41,0,0,0,0,0,1,0,0,0,"",8.76333333333333,1.97166666666667,0.661666666666667,0.261666666666667,0.416666666666667,8.18,1.77833333333333,1.38333333333333,0.138333333333333,0.1015,12.1857534066,119.852413234,82.8103626842894,21.3986742168184,7.5233327152203,4980.65290910209,75.854578148198,20.3938998688117,14.3336919648364,7318.81658843931,6.592,1.316,0.684
"260","OCMI",3,"OCMI3","","7/19/2019","8:57",8.3,7.7,9.2,8.4,47.5,50,67.5,55,150,13.5,0.91,42.18,19.84,414.1,505.4,566.9,629.3,531.7,660.7,0.336,0.242,176,283,432,1,0.289,0.004816667,81.62332967,"",12.1566666666667,3.03333333333333,1.60166666666667,0.216666666666667,0.555,11.03,2.80166666666667,1.82166666666667,0.156666666666667,0.332333333333333,30.2287209033333,90.881525765,111.871582724357,31.7006415856078,15.7634984412125,20303.8196595114,101.010848303799,31.9908326939152,17.8773743950956,22080.3657826467,10.632,3.076,1.322
"261","CHLA",3,"CHLA3","","7/19/2019","9:14",3.9,4,4.3,4.066666667,30,32.5,35,32.5,150,31,0.793333333,22.2,8.2,472.2,530.6,371.9,373.4,338.5,562.5,0.16,0.138,261,486,747,1,0.149,0.002483333,36.68740911,"",7.39,1.67166666666667,0.643333333333333,0.365,0.776666666666667,7.02333333333333,2.28833333333333,0.781666666666667,0.25,0.1135,8.567115483,76.2402754516667,70.0851053787125,16.7365918662854,7.60979874591459,3365.54496919419,59.4603886423078,13.0278157525222,8.81043533359774,2811.05311561534,6.572,1.446,0.512
"262","MYFE",3,"MYFE3","","7/19/2019","9:29",8.8,8.2,8.6,8.533333333,55,45,50,50,150,10.4,0.930666667,31.07,16.13,334.4,419.3,543.4,551.4,457.1,600.1,0.225,0.179,137,297,498,1,0.202,0.003366667,58.34727804,"",11.2216666666667,2.63333333333333,0.786666666666667,0.22,1.075,9.65666666666667,2.49166666666667,1.93666666666667,0.156666666666667,0.173666666666667,19.5254089783333,113.277681686667,102.655767655346,29.1536367866353,9.39434795401313,10534.32818673,88.7368302406101,29.5473608738661,16.9265589902715,15716.0651146047,8.274,1.764,1.19
"263","DARA",3,"DARA3","yes","7/19/2019","9:44",5.2,4.9,4.8,4.966666667,13,1,22.5,12.16666667,150,58.4,0.610666667,5.549,3.029,417.8,71.97,306.1,58.86,75.27,316.7,0,0,431,0,1799,1,0,0,0,"ROS MESSED UP - FLAMES NEVER REACHED THERMOCOUPLE 2",8.76333333333333,1.97166666666667,0.661666666666667,0.261666666666667,0.416666666666667,8.18,1.77833333333333,1.38333333333333,0.138333333333333,0.1015,12.1857534066,119.852413234,82.8103626842894,21.3986742168184,7.5233327152203,4980.65290910209,75.854578148198,20.3938998688117,14.3336919648364,7318.81658843931,6.318,1.196,0.49
"264","STFE",3,"STFE3","","7/19/2019","10:03",4.8,5.2,4.1,4.7,50,45,40,45,150,13.8,0.908,26.63,9.72,418.5,421.7,653.8,455.4,286.1,629.6,0.226,0.193,257,416,603,1,0.2095,0.003491667,59.03980953,"",7.97333333333333,3.50166666666667,0.756666666666667,0.371666666666667,0.798333333333333,7.26666666666667,2.855,1.48333333333333,0.251666666666667,0.322833333333333,20.1545355566667,62.8597082366667,76.7218898885175,37.3389802530117,10.3967312518175,10443.9940623752,66.0071656598461,31.705774532064,16.7401951259345,14226.2154248105,6.924,3.12,0.752
"265","BALO",3,"BALO3","","7/19/2019","10:19",11.2,10.9,8.8,10.3,60,52.5,52.5,55,150,15,0.9,39.95,21.52,452.2,480.2,563.2,490.6,364.4,636.1,0.343,0.269,182,287,421,1,0.306,0.0051,85.47498,"",9.06,7.02,1.34666666666667,0.19,2.05833333333333,6.74333333333333,6.21,2.84833333333333,0.156666666666667,0.291833333333333,43.9675106316667,156.821708433333,75.7188994993533,72.4004136464676,14.0941994679838,33495.5905070276,67.8955042202078,56.8818353129047,27.2912514653796,40820.2287914337,7.844,5.314,1.516
"266","GUVI",3,"GUVI3","","7/19/2019","10:37",17.5,19.8,17.2,18.16666667,107.5,92.5,107.5,102.5,150,8,0.946666667,69.91,29.27,673,642.4,715.2,690,463.3,752.7,0.545,0.529,99,165,233,1,0.537,0.00895,157.7779987,"",17.3666666666667,7.16,1.14333333333333,0.201666666666667,4.83166666666667,15.6416666666667,5.73666666666667,1.84333333333333,0.18,0.534,66.5129613583333,134.138829666667,166.182587378994,75.1405922736181,21.1378476661328,73461.2566557971,139.014486831881,60.2937991494457,22.3716123333525,61478.0649676163,14.6,5.774,4.88
"267","BADR",3,"BADR3","","7/19/2019","10:47",2.1,1.8,1.8,1.9,0,0,0,0,150,147.9,0.014,0,0.02,28.14,25.63,23.95,25.63,25.63,46.45,0,0,0,0,0,1,0,0,0,"",2.90166666666667,0.62,0.276666666666667,0.201666666666667,0.0983333333333333,2.77166666666667,0.488333333333333,0.208333333333333,0.201666666666667,0.0105,1.40439384566667,135.223212435,24.8242072878491,6.12426036355102,2.92779159125136,193.993508256069,22.6314125395326,5.52467880568633,3.19634229355044,171.010871215701,2.436,0.368,0.294
"268","LUGR",3,"LUGR3","","7/19/2019","10:59",17.5,17.2,16.1,16.93333333,77.5,95,82.5,85,150,5.9,0.960666667,73.24,33.54,722.2,668.7,668.7,706,642.9,733.7,0.391,0.5,144,236,308,1,0.4455,0.007425,132.8297949,"",12.4483333333333,9.24166666666667,2.74666666666667,0.256666666666667,0.751666666666667,11.7183333333333,8.29666666666667,2.335,0.19,0.783833333333333,88.83620226,114.145953695,120.156517503101,91.6549476934429,30.2763630585811,120786.936900567,113.500768969135,82.2162929355346,24.4465273204166,93339.97898406,12.218,8.298,2.994
"269","GUNI",3,"GUNI3","","7/19/2019","11:12",9.5,9,9.4,9.3,67.5,62.5,60,63.33333333,150,12.3,0.918,51.04,21.86,503.5,565.8,624.2,469.2,603.3,622.6,0.419,0.259,167,253,392,1,0.339,0.00565,96.5867274,"",12.38,3.36833333333333,1.035,0.176666666666667,0.491666666666667,9.58166666666667,2.9,1.95,0.146666666666667,0.216166666666667,27.9657146783333,131.231252216667,116.468973483023,33.8646631305154,12.3252416042522,19059.286462703,80.7406103495082,31.3393201537011,24.9394424990826,21073.7182360728,10.212,2.684,1.64
"270","XYAR",3,"XYAR3","","7/19/2019","11:23",8.2,9,9.1,8.766666667,60,55,52.5,55.83333333,150,8.3,0.944666667,53.26,19.16,513.5,508,597.4,551.1,488.8,613.4,0.486,0.237,199,273,425,1,0.3615,0.006025,105.9892856,"",11.9683333333333,2.86166666666667,1.21333333333333,0.19,0.42,11.16,2.80166666666667,1.68,0.17,0.304833333333333,28.87468538,94.8927757116667,113.531802399201,34.9135257676132,11.4516009408418,18452.5138354401,104.747740460446,31.2886029639241,18.7902631914189,22274.2618413042,10.378,2.2,1.496
"271","LUCA",3,"LUCA3","","7/19/2019","11:40",20.9,21.3,21.7,21.3,110,122.5,112.5,115,150,9.5,0.936666667,62.14,27.8,740.1,723.8,730.3,654.1,492.6,674.3,1.029,0.655,109,144,199,1,0.842,0.014033333,244.7779136,"",12.3716666666667,6.29166666666667,1.37833333333333,0.18,0.786666666666667,10.2566666666667,5.01666666666667,2.61333333333333,0.195,0.287,50.24317311,183.079877733333,112.677089402873,63.4573495211109,16.7735622525252,43144.1576548568,94.6975901252436,51.5741058678642,25.8094270814611,46005.187271888,9.51,4.838,3.286
